"Metadata_Series","Metadata_T","ImageNumber","Intensity_MeanIntensity_pulse","Metadata_Experiment","RealTime","Stim_All_Ch","Stim_All_S"
0,74,75,0.0108559606597,"20170919_10min_NGF250_25_2-5_0-25",148,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,75,76,0.0108917467296,"20170919_10min_NGF250_25_2-5_0-25",150,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,76,77,0.0109155885875,"20170919_10min_NGF250_25_2-5_0-25",152,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,77,78,0.0109387561679,"20170919_10min_NGF250_25_2-5_0-25",154,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,78,79,0.0109635954723,"20170919_10min_NGF250_25_2-5_0-25",156,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,79,80,0.0109568862244,"20170919_10min_NGF250_25_2-5_0-25",158,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,80,81,0.0109782125801,"20170919_10min_NGF250_25_2-5_0-25",160,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,81,82,0.0109825357795,"20170919_10min_NGF250_25_2-5_0-25",162,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,82,83,0.0110146757215,"20170919_10min_NGF250_25_2-5_0-25",164,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,83,84,0.0110027240589,"20170919_10min_NGF250_25_2-5_0-25",166,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,84,85,0.0109934806824,"20170919_10min_NGF250_25_2-5_0-25",168,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,85,86,0.0109642418101,"20170919_10min_NGF250_25_2-5_0-25",170,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,86,87,0.0109645053744,"20170919_10min_NGF250_25_2-5_0-25",172,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,87,88,0.0109845688567,"20170919_10min_NGF250_25_2-5_0-25",174,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,88,89,0.0110135767609,"20170919_10min_NGF250_25_2-5_0-25",176,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,89,90,0.01105272118,"20170919_10min_NGF250_25_2-5_0-25",178,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,90,91,0.0110450191423,"20170919_10min_NGF250_25_2-5_0-25",180,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,91,92,0.0110225593671,"20170919_10min_NGF250_25_2-5_0-25",182,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,92,93,0.0110367415473,"20170919_10min_NGF250_25_2-5_0-25",184,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,93,94,0.0110500622541,"20170919_10min_NGF250_25_2-5_0-25",186,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,94,95,0.0110519817099,"20170919_10min_NGF250_25_2-5_0-25",188,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,95,96,0.01106345281,"20170919_10min_NGF250_25_2-5_0-25",190,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,96,97,0.0110970530659,"20170919_10min_NGF250_25_2-5_0-25",192,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,97,98,0.0111065711826,"20170919_10min_NGF250_25_2-5_0-25",194,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,98,99,0.0111379083246,"20170919_10min_NGF250_25_2-5_0-25",196,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,99,100,0.0110680470243,"20170919_10min_NGF250_25_2-5_0-25",198,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
0,100,101,0.0110682761297,"20170919_10min_NGF250_25_2-5_0-25",200,"Ch01: NGF  250 ng/ml 10min","S00: NGF  250 ng/ml 10min"
1,0,152,0.00883447006345,"20170919_10min_NGF250_25_2-5_0-25",0,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,1,153,0.00892814341933,"20170919_10min_NGF250_25_2-5_0-25",2,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,2,154,0.00907658040524,"20170919_10min_NGF250_25_2-5_0-25",4,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,3,155,0.00917825940996,"20170919_10min_NGF250_25_2-5_0-25",6,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,4,156,0.00925284717232,"20170919_10min_NGF250_25_2-5_0-25",8,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,5,157,0.00932776648551,"20170919_10min_NGF250_25_2-5_0-25",10,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,6,158,0.00933425221592,"20170919_10min_NGF250_25_2-5_0-25",12,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,7,159,0.00938402023166,"20170919_10min_NGF250_25_2-5_0-25",14,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,8,160,0.00944826286286,"20170919_10min_NGF250_25_2-5_0-25",16,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,9,161,0.00946528557688,"20170919_10min_NGF250_25_2-5_0-25",18,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,10,162,0.00952755007893,"20170919_10min_NGF250_25_2-5_0-25",20,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,11,163,0.00956897810102,"20170919_10min_NGF250_25_2-5_0-25",22,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,12,164,0.00960124377161,"20170919_10min_NGF250_25_2-5_0-25",24,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,13,165,0.00960482750088,"20170919_10min_NGF250_25_2-5_0-25",26,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,14,166,0.00963571574539,"20170919_10min_NGF250_25_2-5_0-25",28,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,15,167,0.00968841835856,"20170919_10min_NGF250_25_2-5_0-25",30,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,16,168,0.00972324050963,"20170919_10min_NGF250_25_2-5_0-25",32,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,17,169,0.00976282171905,"20170919_10min_NGF250_25_2-5_0-25",34,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,18,170,0.0097879152745,"20170919_10min_NGF250_25_2-5_0-25",36,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,19,171,0.00983045715839,"20170919_10min_NGF250_25_2-5_0-25",38,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,20,172,0.0100523736328,"20170919_10min_NGF250_25_2-5_0-25",40,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,21,173,0.0107261892408,"20170919_10min_NGF250_25_2-5_0-25",42,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,22,174,0.0778042525053,"20170919_10min_NGF250_25_2-5_0-25",44,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,23,175,0.0865797027946,"20170919_10min_NGF250_25_2-5_0-25",46,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,24,176,0.0869217589498,"20170919_10min_NGF250_25_2-5_0-25",48,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,25,177,0.0870040953159,"20170919_10min_NGF250_25_2-5_0-25",50,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,26,178,0.0870878025889,"20170919_10min_NGF250_25_2-5_0-25",52,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,27,179,0.0190738849342,"20170919_10min_NGF250_25_2-5_0-25",54,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,28,180,0.0103415315971,"20170919_10min_NGF250_25_2-5_0-25",56,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,29,181,0.010204071179,"20170919_10min_NGF250_25_2-5_0-25",58,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,30,182,0.0102545013651,"20170919_10min_NGF250_25_2-5_0-25",60,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,31,183,0.010278519243,"20170919_10min_NGF250_25_2-5_0-25",62,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,32,184,0.0102932443842,"20170919_10min_NGF250_25_2-5_0-25",64,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,33,185,0.0102817835286,"20170919_10min_NGF250_25_2-5_0-25",66,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,34,186,0.0102840084583,"20170919_10min_NGF250_25_2-5_0-25",68,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,35,187,0.0103212567046,"20170919_10min_NGF250_25_2-5_0-25",70,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,36,188,0.0103561393917,"20170919_10min_NGF250_25_2-5_0-25",72,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,37,189,0.0102951424196,"20170919_10min_NGF250_25_2-5_0-25",74,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,38,190,0.0102396486327,"20170919_10min_NGF250_25_2-5_0-25",76,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,39,191,0.010269548744,"20170919_10min_NGF250_25_2-5_0-25",78,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,40,192,0.0102943181992,"20170919_10min_NGF250_25_2-5_0-25",80,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,41,193,0.0103130079806,"20170919_10min_NGF250_25_2-5_0-25",82,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,42,194,0.0103314034641,"20170919_10min_NGF250_25_2-5_0-25",84,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,43,195,0.0103750834242,"20170919_10min_NGF250_25_2-5_0-25",86,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,44,196,0.0104114729911,"20170919_10min_NGF250_25_2-5_0-25",88,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,45,197,0.0104382866994,"20170919_10min_NGF250_25_2-5_0-25",90,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,46,198,0.010453755036,"20170919_10min_NGF250_25_2-5_0-25",92,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,47,199,0.010470428504,"20170919_10min_NGF250_25_2-5_0-25",94,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,48,200,0.0105016231537,"20170919_10min_NGF250_25_2-5_0-25",96,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,49,201,0.0104933455586,"20170919_10min_NGF250_25_2-5_0-25",98,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,50,202,0.0105191450566,"20170919_10min_NGF250_25_2-5_0-25",100,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,51,203,0.0105249099433,"20170919_10min_NGF250_25_2-5_0-25",102,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,52,204,0.0105398250744,"20170919_10min_NGF250_25_2-5_0-25",104,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,53,205,0.010563114658,"20170919_10min_NGF250_25_2-5_0-25",106,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,54,206,0.0105806319043,"20170919_10min_NGF250_25_2-5_0-25",108,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,55,207,0.0106042716652,"20170919_10min_NGF250_25_2-5_0-25",110,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,56,208,0.0106152892113,"20170919_10min_NGF250_25_2-5_0-25",112,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,57,209,0.0106220589951,"20170919_10min_NGF250_25_2-5_0-25",114,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,58,210,0.0106362737715,"20170919_10min_NGF250_25_2-5_0-25",116,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,59,211,0.0106397476047,"20170919_10min_NGF250_25_2-5_0-25",118,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,60,212,0.0106672793627,"20170919_10min_NGF250_25_2-5_0-25",120,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,61,213,0.0106686837971,"20170919_10min_NGF250_25_2-5_0-25",122,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,62,214,0.0106692193076,"20170919_10min_NGF250_25_2-5_0-25",124,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,63,215,0.0107098547742,"20170919_10min_NGF250_25_2-5_0-25",126,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,64,216,0.0107130864635,"20170919_10min_NGF250_25_2-5_0-25",128,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,65,217,0.0107201039791,"20170919_10min_NGF250_25_2-5_0-25",130,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,66,218,0.0107418829575,"20170919_10min_NGF250_25_2-5_0-25",132,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,67,219,0.0107524218038,"20170919_10min_NGF250_25_2-5_0-25",134,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,68,220,0.010787579231,"20170919_10min_NGF250_25_2-5_0-25",136,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,69,221,0.0108036259189,"20170919_10min_NGF250_25_2-5_0-25",138,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,70,222,0.0108288777992,"20170919_10min_NGF250_25_2-5_0-25",140,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,71,223,0.010851780884,"20170919_10min_NGF250_25_2-5_0-25",142,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,72,224,0.0108733167872,"20170919_10min_NGF250_25_2-5_0-25",144,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
1,73,225,0.0108822938055,"20170919_10min_NGF250_25_2-5_0-25",146,"Ch01: NGF  250 ng/ml 10min","S01: NGF  250 ng/ml 10min"
